business_id,nearby_businesses,same_type_competitors,competition_intensity,market_revenue,avg_competitor_distance
BUS_047,17,1,0.058823529411764705,106585033,1.3838023163573763
BUS_048,28,3,0.10714285714285714,157141884,1.391510807195102
BUS_049,23,7,0.30434782608695654,114930855,1.2925956950307067
BUS_050,33,1,0.030303030303030304,146538073,1.1515236520256844
BUS_051,17,6,0.35294117647058826,80226740,1.2249739530358623
BUS_052,27,5,0.18518518518518517,123190675,1.4125063006018213
BUS_053,65,10,0.15384615384615385,310207942,1.2313179751181664
BUS_054,45,5,0.1111111111111111,203249051,1.1571882026244331
BUS_055,29,4,0.13793103448275862,174490159,1.4240490789705784
BUS_056,26,1,0.038461538461538464,146903922,1.3552433629440546
BUS_057,65,12,0.18461538461538463,302376407,1.2700968727667068
BUS_058,40,5,0.125,230057543,1.2666973127770422
BUS_059,58,9,0.15517241379310345,296196500,1.297834581694775
BUS_060,6,1,0.16666666666666666,24796269,1.4959864913729117
BUS_061,33,3,0.09090909090909091,193285559,1.2459621852897695
BUS_062,62,8,0.12903225806451613,293656390,1.1766996983377518
BUS_063,49,8,0.16326530612244897,256867168,1.35375211395886
BUS_064,43,8,0.18604651162790697,237182370,1.110019804879941
BUS_065,32,3,0.09375,146465669,1.4810610149271375
BUS_066,62,9,0.14516129032258066,278337204,1.1654308187125495
BUS_067,56,5,0.08928571428571429,243491371,1.2526402896705287
BUS_068,55,5,0.09090909090909091,241208324,1.1443396275572357
BUS_069,57,7,0.12280701754385964,252639079,1.2403770507237475
BUS_070,61,11,0.18032786885245902,273330451,1.2570071819822117
BUS_071,30,2,0.06666666666666667,176606930,1.35025501748252
BUS_072,64,7,0.109375,310384729,1.2744017465551272
BUS_073,45,6,0.13333333333333333,210797389,1.315951284910556
BUS_074,9,1,0.1111111111111111,52081571,1.1892471330592223
BUS_075,30,6,0.2,178421021,1.2408974681442082
BUS_076,40,6,0.15,190123020,1.2693283503137864
BUS_077,14,2,0.14285714285714285,64578614,1.3263416323952246
BUS_078,7,0,0.0,38900695,1.4612127103104966
BUS_079,51,2,0.0392156862745098,221652962,1.203461657635367
BUS_080,59,6,0.1016949152542373,264913093,1.1446526318697938
BUS_081,43,6,0.13953488372093023,229521628,1.2350143052667077
BUS_082,17,0,0.0,81072806,1.2280673933827044
BUS_083,64,5,0.078125,306872966,1.2391575320535437
BUS_084,65,7,0.1076923076923077,297231328,1.2413733256763968
BUS_085,19,2,0.10526315789473684,98355698,1.35671931740364
BUS_086,34,3,0.08823529411764706,201556543,1.2233743272260889
BUS_087,8,1,0.125,38317676,1.5035773216816426
BUS_088,61,6,0.09836065573770492,267062907,1.3218621567401623
BUS_089,53,7,0.1320754716981132,245315570,1.3163513451937712
BUS_090,52,5,0.09615384615384616,240863155,1.2788174717540668
BUS_091,51,6,0.11764705882352941,219471185,1.1329022491381373
BUS_092,0,0,0.0,0,0.0
BUS_093,56,7,0.125,297899950,1.337630149111483
BUS_094,21,2,0.09523809523809523,106550132,1.407225824970018
BUS_095,54,8,0.14814814814814814,257376802,1.3703838064117848
BUS_096,10,2,0.2,60200023,1.3555746324440452
BUS_097,14,3,0.21428571428571427,76924989,1.310506472100132
BUS_098,13,2,0.15384615384615385,68410335,1.0852007984894234
BUS_099,18,5,0.2777777777777778,87587091,1.2437022488773901
BUS_100,47,9,0.19148936170212766,205702180,1.2700784680192652
BUS_101,63,10,0.15873015873015872,284705591,1.2000022866229052
BUS_102,62,8,0.12903225806451613,316686323,1.3182672091931362
BUS_103,18,3,0.16666666666666666,92335924,1.3966840740926587
BUS_104,44,5,0.11363636363636363,210971928,1.3665332661884677
BUS_105,21,2,0.09523809523809523,133450233,1.3818594033029763
BUS_106,5,2,0.4,16755873,1.6246712618305341
BUS_107,20,3,0.15,88213689,1.3298066180951198
BUS_108,26,1,0.038461538461538464,104968880,1.5553637185410298
BUS_109,17,3,0.17647058823529413,73924701,1.3626305462291257
BUS_110,35,3,0.08571428571428572,200098230,1.2462984828920223
BUS_111,21,4,0.19047619047619047,103433432,1.4284343802706279
BUS_112,28,3,0.10714285714285714,174686577,1.3387874082527549
BUS_113,57,5,0.08771929824561403,273707792,1.2846942063958344
BUS_114,25,3,0.12,133548521,1.3451791100413875
BUS_115,46,4,0.08695652173913043,251215139,1.1605378435276488
BUS_116,21,4,0.19047619047619047,97640892,1.2384145413630254
BUS_117,9,1,0.1111111111111111,47478501,1.3832721330101825
BUS_118,32,3,0.09375,161639839,1.4272590482198408
BUS_119,39,3,0.07692307692307693,207582919,1.0760796231412526
BUS_120,57,10,0.17543859649122806,260212488,1.1317756123831981
BUS_121,37,8,0.21621621621621623,165621772,1.244462835856448
BUS_122,58,6,0.10344827586206896,316394156,1.3417876500111363
BUS_123,44,7,0.1590909090909091,246230149,1.169178822602718
BUS_124,58,10,0.1724137931034483,252391809,1.2079135315966076
BUS_125,16,1,0.0625,81919238,1.3233768062015283
BUS_126,38,4,0.10526315789473684,199990860,1.3628793441482598
BUS_127,11,1,0.09090909090909091,62258032,1.409742405573108
BUS_128,13,1,0.07692307692307693,67314208,1.4979327156598798
BUS_129,41,5,0.12195121951219512,182683238,1.2525988145261588
BUS_130,53,4,0.07547169811320754,287894328,1.3412333879015357
BUS_131,25,3,0.12,152902553,1.3763928241576675
BUS_132,30,4,0.13333333333333333,133494538,1.4341487005193967
BUS_133,61,13,0.21311475409836064,283028122,1.2039541845032298
BUS_134,40,5,0.125,164523090,1.2981073009481832
BUS_135,35,3,0.08571428571428572,200984151,1.1699649952417872
BUS_136,30,3,0.1,142649641,1.3807056761853105
BUS_137,44,5,0.11363636363636363,238408174,1.288647715161812
BUS_138,27,2,0.07407407407407407,134295130,1.3559188837141622
BUS_139,59,7,0.11864406779661017,283605937,1.3064055506790304
BUS_140,47,8,0.1702127659574468,218005099,1.3918313548601184
BUS_141,50,7,0.14,280221977,1.2989726013412168
BUS_142,60,10,0.16666666666666666,262749563,1.313460069436894
BUS_143,18,2,0.1111111111111111,91384663,1.2513669705866595
BUS_144,12,0,0.0,64535545,1.3184546701254451
BUS_145,30,3,0.1,178590246,1.2999617067196791
BUS_146,30,2,0.06666666666666667,191135798,1.414264200670006
BUS_147,23,5,0.21739130434782608,111811966,1.473591268778581
BUS_148,32,2,0.0625,145897287,1.3319241892314115
BUS_149,62,4,0.06451612903225806,314812750,1.288173668239869
BUS_150,48,5,0.10416666666666667,233424051,1.4150146405654382
